state	age(ph)
1370000.0	2021.8876411327417
1380000.0	2021.8956136025038
1390000.0	2021.8971350480967
1400000.0	2021.8919606602478
1410000.0	2021.8925434825405
1420000.0	2021.9034514267203
1430000.0	2021.8926484482713
1440000.0	2021.8886653761128
1450000.0	2021.8624658450383
1460000.0	2021.8822431098079
1470000.0	2021.8998958062732
1480000.0	2021.9085197126103
1490000.0	2021.9089466020123
1500000.0	2021.9034542972518
1510000.0	2021.8975348450483
1520000.0	2021.900369090572
1530000.0	2021.8957412149346
1540000.0	2021.8657060475878
1550000.0	2021.880507410116
1560000.0	2021.884865925234
1570000.0	2021.880214336995
1580000.0	2021.8518661473236
1590000.0	2021.871303332956
1600000.0	2021.8446003866625
1610000.0	2021.8866657726123
1620000.0	2021.86510942852
1630000.0	2021.8617340396465
1640000.0	2021.8719110108043
1650000.0	2021.8605826783166
1660000.0	2021.875195814573
1670000.0	2021.8953893052949
1680000.0	2021.8803360367228
1690000.0	2021.8478743977605
1700000.0	2021.8657907246172
1710000.0	2021.8593556951748
1720000.0	2021.870282336598
1730000.0	2021.8597438051545
1740000.0	2021.8501877592141
1750000.0	2021.8305529192473
1760000.0	2021.8806727751148
1770000.0	2021.8698859562176
1780000.0	2021.890314561938
1790000.0	2021.9041583391715
1800000.0	2021.904714713859
1810000.0	2021.9003438877405
1820000.0	2021.9023574953144
1830000.0	2021.899716177793
1840000.0	2021.8989061331463
1850000.0	2021.8972033609696
1860000.0	2021.9006325702785
1870000.0	2021.896816120657
1880000.0	2021.9001621451794
1890000.0	2021.8890496330307
1900000.0	2021.9034038661982
1910000.0	2021.9011974258706
1920000.0	2021.8939085108505
1930000.0	2021.8914791169038
1940000.0	2021.8912223181924
1950000.0	2021.891217988133
1960000.0	2021.90501681339
1970000.0	2021.9033274387423
1980000.0	2021.9010216221523
1990000.0	2021.8927550356411
2000000.0	2021.8765085835914
2010000.0	2021.8938644411971
2020000.0	2021.8758060254452
2030000.0	2021.8783710310095
2040000.0	2021.8716485281236
2050000.0	2021.881852272543
2060000.0	2021.8685035807587
2070000.0	2021.883349633746
2080000.0	2021.8799639982883
2090000.0	2021.8796949084258
2100000.0	2021.880551933632
2110000.0	2021.9042642492132
2120000.0	2021.8930576801777
2130000.0	2021.890738171843
2140000.0	2021.89145120082
2150000.0	2021.8941449662545
2160000.0	2021.8790061721545
2170000.0	2021.8512123941443
2180000.0	2021.8835688915915
2190000.0	2021.8492540591524
2200000.0	2021.87779933605
2210000.0	2021.877560779073
2220000.0	2021.8704845696404
2230000.0	2021.8876393223939
2240000.0	2021.8971557315724
2250000.0	2021.8432998214698
2260000.0	2021.8666259971899
2270000.0	2021.8479968912213
2280000.0	2021.8674970227373
2290000.0	2021.8566004732547
2300000.0	2021.8727153098203
2310000.0	2021.8814843565747
2320000.0	2021.8943007563275
2330000.0	2021.8949597425155
2340000.0	2021.9055960861965
2350000.0	2021.9015149036695
2360000.0	2021.9051000883273
2370000.0	2021.8917751131494
2380000.0	2021.8856511768342
2390000.0	2021.889680561109
2400000.0	2021.8985270765716
2410000.0	2021.8907954380197
2420000.0	2021.878540959164
2430000.0	2021.886151112288
2440000.0	2021.8871050311475
2450000.0	2021.816248104685
2460000.0	2021.8511716025853
2470000.0	2021.8685598712577
2480000.0	2021.865184897398
2490000.0	2021.889281291492
2500000.0	2021.889680790277
2510000.0	2021.879323099023
2520000.0	2021.8693413444505
2530000.0	2021.8744144345558
2540000.0	2021.8744612411886
2550000.0	2021.8777509397512
2560000.0	2021.8743241302684
2570000.0	2021.8954863672263
2580000.0	2021.891021853005
2590000.0	2021.8653182178514
2600000.0	2021.876156145976
2610000.0	2021.8858883470598
2620000.0	2021.8839241676862
2630000.0	2021.8885361180828
2640000.0	2021.8897277952851
2650000.0	2021.8735898179386
2660000.0	2021.8671348736823
2670000.0	2021.8729850123177
2680000.0	2021.8682678001785
2690000.0	2021.853853142456
2700000.0	2021.8560916927145
2710000.0	2021.8344363622289
2720000.0	2021.834978863045
2730000.0	2021.8715190410885
2740000.0	2021.8823276744306
2750000.0	2021.8880047247092
2760000.0	2021.884360308341
2770000.0	2021.8704827949564
2780000.0	2021.88659061451
2790000.0	2021.8898101316029
2800000.0	2021.8613811796486
2810000.0	2021.894194092994
2820000.0	2021.8863578479788
2830000.0	2021.8950504702207
2840000.0	2021.8790566380492
2850000.0	2021.8875104663782
2860000.0	2021.8840130188898
2870000.0	2021.8849682736254
2880000.0	2021.9112846647454
2890000.0	2021.9092616257858
2900000.0	2021.895980480832
2910000.0	2021.9063126917972
2920000.0	2021.9050369507304
2930000.0	2021.9054872908646
2940000.0	2021.9002669290555
2950000.0	2021.8948957400733
2960000.0	2021.883995229839
2970000.0	2021.898609525001
2980000.0	2021.8772719990322
2990000.0	2021.8830525172618
3000000.0	2021.892601807044
3010000.0	2021.8798630946683
3020000.0	2021.8850532807924
3030000.0	2021.8687561927984
3040000.0	2021.870793885243
3050000.0	2021.8660557039002
3060000.0	2021.8501959450796
3070000.0	2021.8711337449897
3080000.0	2021.8651359905134
3090000.0	2021.8399716046704
3100000.0	2021.881551003866
3110000.0	2021.8959039069903
3120000.0	2021.9006276413543
3130000.0	2021.88999982817
3140000.0	2021.8952977063539
3150000.0	2021.896842487406
3160000.0	2021.8361891348713
3170000.0	2021.8781371205923
3180000.0	2021.8805724646845
3190000.0	2021.8776734834792
3200000.0	2021.8900522334877
3210000.0	2021.900068645239
3220000.0	2021.8972681071753
3230000.0	2021.8903365670296
3240000.0	2021.890301913059
3250000.0	2021.8887651590398
3260000.0	2021.8987710379363
3270000.0	2021.902244779641
3280000.0	2021.8916086282488
3290000.0	2021.8542714358198
3300000.0	2021.8463784428207
3310000.0	2021.8178262489378
3320000.0	2021.8692169953852
3330000.0	2021.8845450136728
3340000.0	2021.8805768635211
3350000.0	2021.8980868492063
3360000.0	2021.8714721393837
3370000.0	2021.8550806116496
3380000.0	2021.8861326413848
3390000.0	2021.871979202687
3400000.0	2021.8443813398046
3410000.0	2021.8902084702781
3420000.0	2021.891302769542
3430000.0	2021.878799161136
3440000.0	2021.8844980465462
3450000.0	2021.8793829262365
3460000.0	2021.8811461131731
3470000.0	2021.902617256405
3480000.0	2021.8744530392446
3490000.0	2021.8811814417752
3500000.0	2021.8729168963184
3510000.0	2021.8612250147064
3520000.0	2021.879876998721
3530000.0	2021.8817358930153
3540000.0	2021.8673819477133
3550000.0	2021.8547442742629
3560000.0	2021.8814723967896
3570000.0	2021.8884475534942
3580000.0	2021.8741304032362
3590000.0	2021.790812401202
3600000.0	2021.8627043033775
3610000.0	2021.883368578666
3620000.0	2021.8996849544403
3630000.0	2021.9013459745656
3640000.0	2021.9005148185358
3650000.0	2021.9032126002558
3660000.0	2021.8953262280907
3670000.0	2021.8953429614255
3680000.0	2021.8899782154726
3690000.0	2021.8812901245162
3700000.0	2021.8986709560793
3710000.0	2021.888180323005
3720000.0	2021.8675471882987
3730000.0	2021.9039298336752
3740000.0	2021.884826727312
3750000.0	2021.861569290631
3760000.0	2021.8919897608314
3770000.0	2021.85891401132
3780000.0	2021.867595325243
3790000.0	2021.8674624420946
3800000.0	2021.8908323045712
3810000.0	2021.8971853186963
3820000.0	2021.8821551000794
3830000.0	2021.8951800519667
3840000.0	2021.8900721748632
3850000.0	2021.9004060332702
3860000.0	2021.8773791856415
3870000.0	2021.8608298260685
3880000.0	2021.864077799373
3890000.0	2021.8844136151663
3900000.0	2021.8879017956426
3910000.0	2021.896575175978
3920000.0	2021.8744938644888
3930000.0	2021.9008768895603
3940000.0	2021.8687002611516
3950000.0	2021.8912978766846
3960000.0	2021.8894200532754
3970000.0	2021.8704415149605
3980000.0	2021.8688819852648
3990000.0	2021.9006275474862
4000000.0	2021.890695212371
4010000.0	2021.883078092877
4020000.0	2021.875179021092
4030000.0	2021.8918881704108
4040000.0	2021.887996266594
4050000.0	2021.8871421655322
4060000.0	2021.8517080507806
4070000.0	2021.8801969441988
4080000.0	2021.8796949409145
4090000.0	2021.8767654702624
4100000.0	2021.882573016421
4110000.0	2021.8944893601445
4120000.0	2021.8963352999451
4130000.0	2021.8957590776613
4140000.0	2021.8799424052775
4150000.0	2021.8905228271767
4160000.0	2021.8797384635216
4170000.0	2021.8742991673682
4180000.0	2021.8749189208133
4190000.0	2021.8817649849957
4200000.0	2021.8943666285663
4210000.0	2021.8877889049827
4220000.0	2021.883267472291
4230000.0	2021.8659235927369
4240000.0	2021.8847031966811
4250000.0	2021.8652594718308
4260000.0	2021.8368616757841
4270000.0	2021.8775524894024
4280000.0	2021.875011650583
4290000.0	2021.8619095412791
4300000.0	2021.8783956299337
4310000.0	2021.8767233867122
4320000.0	2021.874645135163
4330000.0	2021.8834208990959
4340000.0	2021.8988798372368
4350000.0	2021.880133693564
4360000.0	2021.8906653369054
4370000.0	2021.8934953921103
4380000.0	2021.8932268944795
4390000.0	2021.8938344267524
4400000.0	2021.8983095818073
4410000.0	2021.8949812335618
4420000.0	2021.8996707536307
4430000.0	2021.8729226432515
4440000.0	2021.9035989978938
4450000.0	2021.89418676455
4460000.0	2021.8913591172197
4470000.0	2021.8897240872634
4480000.0	2021.8758002346963
4490000.0	2021.885509383155
4500000.0	2021.8657735742865
4510000.0	2021.879266577773
4520000.0	2021.8862672541236
4530000.0	2021.872548195246
4540000.0	2021.8823855193593
4550000.0	2021.865819450312
4560000.0	2021.8997176766154
4570000.0	2021.8806264091431
4580000.0	2021.8957223469408
4590000.0	2021.9014255358443
4600000.0	2021.8897770462627
4610000.0	2021.8875975711362
4620000.0	2021.8951569599344
4630000.0	2021.8978801501196
4640000.0	2021.8915807029264
4650000.0	2021.8921341318912
4660000.0	2021.8885236676908
4670000.0	2021.881145944394
4680000.0	2021.8854973839568
4690000.0	2021.8936534119664
4700000.0	2021.905969828642
4710000.0	2021.8884378605176
4720000.0	2021.8743034838592
4730000.0	2021.8894460706404
4740000.0	2021.8625029636587
4750000.0	2021.887274219151
4760000.0	2021.8631161180658
4770000.0	2021.8827545573488
4780000.0	2021.893808289035
4790000.0	2021.87601929719
4800000.0	2021.855075127826
4810000.0	2021.8947326062025
4820000.0	2021.8968629887502
4830000.0	2021.9013569643387
4840000.0	2021.8868067612293
4850000.0	2021.870816011363
4860000.0	2021.8980843998988
4870000.0	2021.9042050610606
4880000.0	2021.90186650803
4890000.0	2021.8984444421342
4900000.0	2021.9038193839187
4910000.0	2021.8999966763267
4920000.0	2021.9001494610757
4930000.0	2021.8939443665024
4940000.0	2021.8886810184383
4950000.0	2021.8745897191038
4960000.0	2021.8923258362802
4970000.0	2021.8928340121213
4980000.0	2021.8748964840474
4990000.0	2021.8980306353344
5000000.0	2021.902396345209
5010000.0	2021.900361235638
5020000.0	2021.9008354037217
5030000.0	2021.8929781241488
5040000.0	2021.8909954920723
5050000.0	2021.8922035356695
5060000.0	2021.8946513129686
5070000.0	2021.8853419975528
5080000.0	2021.8818993626564
5090000.0	2021.8857763058845
5100000.0	2021.866069222322
5110000.0	2021.8636872250563
5120000.0	2021.8672687511903
5130000.0	2021.8664348716127
5140000.0	2021.888617892345
5150000.0	2021.8889202548694
5160000.0	2021.8831374999231
5170000.0	2021.8754423031223
5180000.0	2021.8691252551694
5190000.0	2021.8541868507386
5200000.0	2021.8708140354076
5210000.0	2021.8667374809136
5220000.0	2021.83527968806
5230000.0	2021.8674016095024
5240000.0	2021.8748295577013
5250000.0	2021.877589958052
5260000.0	2021.8516941175346
5270000.0	2021.827771670495
5280000.0	2021.864667465042
5290000.0	2021.8694189695843
5300000.0	2021.842690424362
5310000.0	2021.8285101716613
5320000.0	2021.8641134075062
5330000.0	2021.8805095766425
5340000.0	2021.8897662063712
5350000.0	2021.8879728629552
5360000.0	2021.8859141019097
5370000.0	2021.8793862066923
5380000.0	2021.852906466922
5390000.0	2021.8626515786532
5400000.0	2021.8746446790578
5410000.0	2021.8683590231522
5420000.0	2021.860964199064
5430000.0	2021.8613897218906
5440000.0	2021.8840069097268
5450000.0	2021.8863172363672
5460000.0	2021.8755610833582
5470000.0	2021.8548887428976
5480000.0	2021.8839096831769
5490000.0	2021.8718275507085
5500000.0	2021.8270775404806
5510000.0	2021.859928556102
5520000.0	2021.8732773739614
5530000.0	2021.8807123643874
5540000.0	2021.8807793582105
5550000.0	2021.881692321133
5560000.0	2021.8767901642814
5570000.0	2021.8903007962276
5580000.0	2021.8895462551275
5590000.0	2021.896666429128
5600000.0	2021.8892199755262
5610000.0	2021.8974844978982
5620000.0	2021.8793068313128
5630000.0	2021.870448572181
5640000.0	2021.8726838288287
5650000.0	2021.8479368635665
5660000.0	2021.862796852388
5670000.0	2021.8740420945967
5680000.0	2021.8905175848895
5690000.0	2021.899097995551
5700000.0	2021.8798612803512
5710000.0	2021.8623721471972
5720000.0	2021.8792506852542
5730000.0	2021.8888187593711
5740000.0	2021.8796459476937
5750000.0	2021.88233799743
5760000.0	2021.8809401625367
5770000.0	2021.8851219997432
5780000.0	2021.8586117166105
5790000.0	2021.872330973753
5800000.0	2021.8583265460081
5810000.0	2021.8768625300456
5820000.0	2021.8631737957194
5830000.0	2021.846964505151
5840000.0	2021.8455912450654
5850000.0	2021.861004806369
5860000.0	2021.8728187745105
5870000.0	2021.8674029802744
5880000.0	2021.874828350941
5890000.0	2021.8758494336632
5900000.0	2021.8946831103951
5910000.0	2021.89479212753
5920000.0	2021.8807249790211
5930000.0	2021.89340411191
5940000.0	2021.8734660249527
5950000.0	2021.8990452501087
5960000.0	2021.893301013916
5970000.0	2021.9033986088778
5980000.0	2021.9042512152703
5990000.0	2021.9158582031503
6000000.0	2021.882975098765
6010000.0	2021.9002728011176
6020000.0	2021.89481493882
6030000.0	2021.886322757341
6040000.0	2021.8924742008235
6050000.0	2021.890702737779
6060000.0	2021.8934892526543
6070000.0	2021.906989468732
6080000.0	2021.9102289411685
6090000.0	2021.911355691722
6100000.0	2021.8951354143085
6110000.0	2021.8959382821201
6120000.0	2021.9117211463933
6130000.0	2021.9068518258719
6140000.0	2021.894323009583
6150000.0	2021.8994154231086
6160000.0	2021.8785932615392
6170000.0	2021.85577386721
6180000.0	2021.825789366878
6190000.0	2021.880095860403
6200000.0	2021.8678450704685
6210000.0	2021.870906057175
6220000.0	2021.8850948374081
6230000.0	2021.877351317693
6240000.0	2021.8457905253067
6250000.0	2021.8967180630777
6260000.0	2021.8889469555031
6270000.0	2021.886072972122
6280000.0	2021.8850070493977
6290000.0	2021.8829283947418
6300000.0	2021.880918659058
6310000.0	2021.868566153667
6320000.0	2021.875964783863
6330000.0	2021.8713797321036
6340000.0	2021.8859479524085
6350000.0	2021.892630872364
6360000.0	2021.8927315624403
6370000.0	2021.8869137160214
6380000.0	2021.8881995944323
6390000.0	2021.8808125704204
6400000.0	2021.8864900092528
6410000.0	2021.8910606608529
6420000.0	2021.893637964278
6430000.0	2021.890766398554
6440000.0	2021.8853626470814
6450000.0	2021.897989977441
6460000.0	2021.9013707743645
6470000.0	2021.894950452661
6480000.0	2021.8995017454292
6490000.0	2021.8636810563853
6500000.0	2021.8676910972433
6510000.0	2021.877350595181
6520000.0	2021.8789738380274
6530000.0	2021.8639537911592
6540000.0	2021.8747716272424
6550000.0	2021.886731353503
6560000.0	2021.8891536945634
6570000.0	2021.8990601784856
6580000.0	2021.8934323930732
6590000.0	2021.8990263272894
6600000.0	2021.9018769951176
6610000.0	2021.904793819215
6620000.0	2021.8916494386513
6630000.0	2021.8957104090368
6640000.0	2021.911889904899
6650000.0	2021.908763414124
6660000.0	2021.8989654641766
6670000.0	2021.8980217635474
6680000.0	2021.8843869577636
6690000.0	2021.8922490930197
6700000.0	2021.8984635743336
6710000.0	2021.900776261285
6720000.0	2021.90016591908
6730000.0	2021.9110211939308
6740000.0	2021.901739845484
6750000.0	2021.8954023844376
6760000.0	2021.8918737371896
6770000.0	2021.8942977463403
6780000.0	2021.897582607567
6790000.0	2021.8642804931037
6800000.0	2021.8816065381363
6810000.0	2021.881460800254
6820000.0	2021.8848313003487
6830000.0	2021.8737350025337
6840000.0	2021.8812460687925
6850000.0	2021.8797075919329
6860000.0	2021.8935862366968
6870000.0	2021.8779950427108
6880000.0	2021.8815678661776
6890000.0	2021.8950465862765
6900000.0	2021.8937984768365
6910000.0	2021.8930529373222
6920000.0	2021.8810752554268
6930000.0	2021.8734941559117
6940000.0	2021.8694213610577
6950000.0	2021.8922030893348
6960000.0	2021.8657246437729
6970000.0	2021.884926170793
6980000.0	2021.888271095613
6990000.0	2021.8840034449945
7000000.0	2021.888630172829
7010000.0	2021.895842443001
7020000.0	2021.886682817505
7030000.0	2021.9028799544606
7040000.0	2021.8895907653994
7050000.0	2021.8996329996405
7060000.0	2021.8899921258017
7070000.0	2021.9098338059634
7080000.0	2021.9042760615603
7090000.0	2021.8861580437526
7100000.0	2021.8767562746516
7110000.0	2021.8845160398505
7120000.0	2021.8828695695408
7130000.0	2021.895894598029
7140000.0	2021.8917857169151
7150000.0	2021.8897059502167
7160000.0	2021.899005630373
7170000.0	2021.9047854915777
7180000.0	2021.887322055198
7190000.0	2021.8607246154627
7200000.0	2021.881463187649
7210000.0	2021.874158654732
7220000.0	2021.8909632114808
7230000.0	2021.8843728538952
7240000.0	2021.882699939849
7250000.0	2021.9061926373258
7260000.0	2021.8895409418121
7270000.0	2021.8810084543961
7280000.0	2021.8823753733961
7290000.0	2021.8772419487295
7300000.0	2021.8665208830857
7310000.0	2021.8925228351065
7320000.0	2021.8744827097305
7330000.0	2021.9058703464725
7340000.0	2021.8906767281858
7350000.0	2021.903716880167
7360000.0	2021.8891759249423
7370000.0	2021.8730605161818
7380000.0	2021.852491788797
7390000.0	2021.8543195881846
7400000.0	2021.867265999857
7410000.0	2021.8630685484093
7420000.0	2021.8570766547168
7430000.0	2021.8593063993192
7440000.0	2021.902695341721
7450000.0	2021.88402230499
7460000.0	2021.8572899335315
7470000.0	2021.884397202795
7480000.0	2021.8839591952592
7490000.0	2021.8408033323774
7500000.0	2021.845681322956
7510000.0	2021.8243939778833
7520000.0	2021.870738008196
7530000.0	2021.8947293034362
7540000.0	2021.8953130757561
7550000.0	2021.9005751525146
7560000.0	2021.9040932311436
7570000.0	2021.8806113167636
7580000.0	2021.8972303575974
7590000.0	2021.886752950553
7600000.0	2021.8614662267323
7610000.0	2021.8115558405402
7620000.0	2021.877789682247
7630000.0	2021.8657782334249
7640000.0	2021.883475509328
7650000.0	2021.8925464113295
7660000.0	2021.8842467456282
7670000.0	2021.8630938753124
7680000.0	2021.887321895295
7690000.0	2021.8708674513275
7700000.0	2021.8774297344419
7710000.0	2021.8796992036969
7720000.0	2021.8990716214344
7730000.0	2021.88081331216
7740000.0	2021.8865707857453
7750000.0	2021.8939071535249
7760000.0	2021.8733298700265
7770000.0	2021.8852205350581
7780000.0	2021.8994754204314
7790000.0	2021.900792068956
7800000.0	2021.888317368883
7810000.0	2021.8964323825955
7820000.0	2021.8882351127536
7830000.0	2021.880786799032
7840000.0	2021.8802900639082
7850000.0	2021.8924568660436
7860000.0	2021.8745440845455
7870000.0	2021.8973436958256
7880000.0	2021.898645778799
7890000.0	2021.8963491390994
7900000.0	2021.8895735608148
7910000.0	2021.9019651834467
7920000.0	2021.884891570735
7930000.0	2021.8918045889097
7940000.0	2021.8873702743497
7950000.0	2021.887532533373
7960000.0	2021.8826635217117
7970000.0	2021.8752058261746
7980000.0	2021.8550207567102
7990000.0	2021.8826614608597
8000000.0	2021.8869513204222
8010000.0	2021.872376442638
8020000.0	2021.870672364566
8030000.0	2021.8820408086249
8040000.0	2021.8762267086324
8050000.0	2021.8869130221096
8060000.0	2021.880434492124
8070000.0	2021.8809295085634
8080000.0	2021.8757768606904
8090000.0	2021.8796413567043
8100000.0	2021.8696729430285
8110000.0	2021.8648350915819
8120000.0	2021.8914124723715
8130000.0	2021.896213345627
8140000.0	2021.8696199109488
8150000.0	2021.885623548693
8160000.0	2021.8887794136447
8170000.0	2021.9033079562812
8180000.0	2021.9012960723537
8190000.0	2021.8906676064155
8200000.0	2021.9008341435413
8210000.0	2021.894426388791
8220000.0	2021.8889684053258
8230000.0	2021.861636415692
8240000.0	2021.8853484223596
8250000.0	2021.8439242747556
8260000.0	2021.8529360767402
8270000.0	2021.8667045040606
8280000.0	2021.8600361014935
8290000.0	2021.8518739037686
8300000.0	2021.8601468179502
8310000.0	2021.869442018162
8320000.0	2021.891598246202
8330000.0	2021.8917505518432
8340000.0	2021.8812761268882
8350000.0	2021.8843431439127
8360000.0	2021.8834681844626
8370000.0	2021.8647305789937
8380000.0	2021.881373019215
8390000.0	2021.8880417454293
8400000.0	2021.8800562473623
8410000.0	2021.8950534003225
8420000.0	2021.8864091686082
8430000.0	2021.8859810247234
8440000.0	2021.890316871211
8450000.0	2021.8741050942822
8460000.0	2021.887616570757
8470000.0	2021.8869106710574
8480000.0	2021.8809706748223
8490000.0	2021.8606497882258
8500000.0	2021.8606228948208
8510000.0	2021.8497694505136
8520000.0	2021.8566894170635
8530000.0	2021.836761763921
8540000.0	2021.8618040644608
8550000.0	2021.83722114367
8560000.0	2021.8211023288377
8570000.0	2021.8809981449353
8580000.0	2021.8771604393742
8590000.0	2021.886555066431
8600000.0	2021.8887506188778
8610000.0	2021.8836117213618
8620000.0	2021.89920113227
8630000.0	2021.88782780988
8640000.0	2021.898348350986
8650000.0	2021.8951334178998
8660000.0	2021.8994490611526
8670000.0	2021.902120035478
8680000.0	2021.8908294033117
8690000.0	2021.880608774777
8700000.0	2021.8906574128648
8710000.0	2021.8889086455795
8720000.0	2021.8810680754864
8730000.0	2021.8878797338457
8740000.0	2021.8869648598545
8750000.0	2021.8729345561476
8760000.0	2021.8847345234208
8770000.0	2021.881414384571
8780000.0	2021.8682974262008
8790000.0	2021.8775455544414
8800000.0	2021.8234029170167
8810000.0	2021.8684564754647
8820000.0	2021.872201237577
8830000.0	2021.884469583127
8840000.0	2021.8722873706708
8850000.0	2021.8798686777125
8860000.0	2021.8937213143295
8870000.0	2021.8903316770122
8880000.0	2021.8948596232044
8890000.0	2021.8536693168903
8900000.0	2021.9008258404988
8910000.0	2021.8772367590605
8920000.0	2021.8986005291038
8930000.0	2021.8936737610609
8940000.0	2021.8951074037782
8950000.0	2021.8981548537527
8960000.0	2021.891370920369
8970000.0	2021.892044859332
8980000.0	2021.8985132973373
8990000.0	2021.9040521910972
9000000.0	2021.8871736082483
9010000.0	2021.879036943088
9020000.0	2021.8917539585939
9030000.0	2021.861460400003
9040000.0	2021.8868542416976
9050000.0	2021.8777576376992
9060000.0	2021.8925101165978
9070000.0	2021.8972624969863
9080000.0	2021.8493405343527
9090000.0	2021.873217140375
9100000.0	2021.8666535652328
9110000.0	2021.8768289117693
9120000.0	2021.88513448203
9130000.0	2021.8776152904277
9140000.0	2021.8706873860244
9150000.0	2021.869377625196
9160000.0	2021.868781152322
9170000.0	2021.8944289791998
9180000.0	2021.882773602798
9190000.0	2021.8715461766524
9200000.0	2021.8800860209683
9210000.0	2021.8827648808335
9220000.0	2021.8870885531596
9230000.0	2021.8644957207937
9240000.0	2021.8795118646253
9250000.0	2021.8566225653235
9260000.0	2021.882886542351
9270000.0	2021.8767237698567
9280000.0	2021.873264399583
9290000.0	2021.8591585298952
9300000.0	2021.8531498907234
9310000.0	2021.8578939381075
9320000.0	2021.873419910715
9330000.0	2021.8862795986279
9340000.0	2021.8483660447384
9350000.0	2021.8820307663773
9360000.0	2021.8819638877192
9370000.0	2021.8383960845017
9380000.0	2021.8545642298213
9390000.0	2021.8779785674656
9400000.0	2021.888514332504
9410000.0	2021.886772916319
9420000.0	2021.877922396036
9430000.0	2021.884900477096
9440000.0	2021.8894247372746
9450000.0	2021.9007471917225
9460000.0	2021.9019626012425
9470000.0	2021.9039802748978
9480000.0	2021.8938656192554
9490000.0	2021.8951090745393
9500000.0	2021.9057753183938
9510000.0	2021.8964301675137
9520000.0	2021.8961128436767
9530000.0	2021.8862175067688
9540000.0	2021.8971094666485
